Product Name,Sales,Profit,Profit Margin
Acme Forged Steel Scissors with Black Enamel Handles,204.82000000000002,59.3978,29.0
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94,87.6942,43.0
Brown Kraft Recycled Envelopes,203.76,101.88,50.0
Kingston Digital DataTraveler 64GB USB 2.0,202.68,16.2144,8.0
DAX Two-Tone Silver Metal Document Frame,202.39999999999998,87.03200000000001,43.00000000000001
"Tenex File Box, Personal Filing Tote with Lid, Black",201.63,52.4238,26.0
Fellowes Desktop Hanging File Manager,201.45000000000002,50.362500000000004,25.0
"Neat Ideas Personal Hanging Folder Files, Black",201.45,52.377,26.0
"Eldon Executive Woodline II Desk Accessories, Mahogany",201.04,54.2808,27.0
Nu-Dell Leatherette Frames,200.76000000000002,72.2736,36.0
Panasonic KX T7731-B Digital phone,199.98,53.9946,27.0
Eldon Wave Desk Accessories,199.23000000000002,87.3284,43.142857142857146
SANFORD Major Accent Highlighters,198.24,75.3312,38.0
Boston 16801 Nautilus Battery Pencil Sharpener,198.09000000000003,51.5034,26.0
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,197.82,59.346000000000004,30.0
"Eureka Hand Vacuum, Bagless",197.72,55.3616,28.000000000000004
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",196.98000000000002,94.5504,47.99999999999999
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",196.92,98.46,50.0
Strathmore Photo Mount Cards,196.62,90.4452,46.0
Recycled Eldon Regeneration Jumbo File,196.48,55.0144,28.0
"Howard Miller 12"" Round Wall Clock",196.45,70.722,36.0
Portable Personal File Box,195.36,52.7472,27.0
Holmes 99% HEPA Air Purifier,194.94,64.33019999999999,33.0
Belkin F9S820V06 8 Outlet Surge,194.88,58.464,30.000000000000004
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",194.67000000000002,91.4949,47.0
Fellowes Econo/Stor Drawers,193.86,11.6316,6.0
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",192.72,50.1072,26.0
"Executive Impressions 13"" Clairmont Wall Clock",192.3,78.84299999999999,41.0
"Maxell Pro 80 Minute CD-R, 10/Pack",192.28,76.912,40.0
Xerox 1937,192.16,92.2368,48.00000000000001
14-7/8 x 11 Blue Bar Computer Printout Paper,192.16,92.2368,48.00000000000001
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",191.7,13.418999999999999,6.999999999999999
Computer Printout Paper with Letter-Trim Fine Perforations,191.6,91.968,48.00000000000001
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,189.60000000000002,73.944,39.0
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",189.6,75.84,40.0
Ultra Door Pull Handle,189.36,62.4888,33.0
"Tennsco Lockers, Sand",188.82,45.3168,24.0
Hanging Personal Folder File,188.4,47.1,25.0
Xerox 209,187.92000000000002,90.2016,48.0
GBC Recycled VeloBinder Covers,187.44,86.2224,46.0
Stanley Contemporary Battery Pencil Sharpeners,186.9,52.332,28.000000000000004
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",186.15,55.845,30.0
Advantus Plastic Paper Clips,185.0,88.8,48.00000000000001
"Logitech B530 USB Headset - headset - Full size, Binaural",184.95000000000002,49.936499999999995,26.999999999999996
Aluminum Screw Posts,183.12,91.56,50.0
Novimex Fabric Task Chair,182.94,27.441,15.0
"Global Push Button Manager's Chair, Indigo",182.67,52.9743,29.000000000000004
Fellowes Mighty 8 Compact Surge Protector,182.43,51.080400000000004,28.000000000000004
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,181.14,23.5482,13.0
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.5848,28.000000000000004
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",180.63,83.0898,46.0
JBL Micro Wireless Portable Bluetooth Speaker,179.97,44.9925,25.0
invisibleSHIELD by ZAGG Smudge-Free Screen Protector,179.9,86.352,48.0
Jackery Bar Premium Fast-charging Portable Charger,179.7,88.053,49.0
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,179.7,71.88,40.0
Adjustable Personal File Tote,179.08,46.5608,26.0
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",178.97,87.6953,49.0
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",176.16,81.0336,46.0
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,45.7704,26.0
"Contract Clock, 14"", Brown",175.84,59.7856,34.0
Tenex Chairmats For Use With Carpeted Floors,175.78,8.789,5.0
Avery 50,175.42,82.4474,47.0
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",175.14,87.57,50.0
Avery Arch Ring Binders,174.3,81.921,47.0
"DAX Value U-Channel Document Frames, Easel Back",173.95,53.924499999999995,31.0
Xerox 1898,173.68,83.3664,48.0
Ibico Covers for Plastic or Wire Binding Elements,172.5,77.625,45.0
Boston 1730 StandUp Electric Pencil Sharpener,171.04,44.4704,26.0
Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,70.0977,41.0
Xerox 1912,170.73,81.9504,48.00000000000001
Eldon 500 Class Desk Accessories,168.98000000000002,55.763400000000004,32.99999999999999
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",167.93,38.6239,23.0
Bulldog Vacuum Base Pencil Sharpener,167.86,45.322199999999995,27.0
"Tennsco Lockers, Gray",167.84,11.7488,6.999999999999999
Eldon Fold 'N Roll Cart System,167.76,48.650400000000005,29.0
Iris Project Case,167.58,43.570800000000006,26.0
Xerox 1895,167.44,75.348,45.0
Cisco SPA112 2 Port Phone Adapter,164.85,47.8065,29.000000000000004
KeyTronic 6101 Series - Keyboard - Black,163.96,70.5028,42.99999999999999
Hoover Commercial SteamVac,162.96,48.888000000000005,30.0
"Wirebound Message Book, 4 per Page",162.89999999999998,79.821,49.0
Tennsco Commercial Shelving,162.72,1.6272,1.0
"Seth Thomas 8 1/2"" Cubicle Clock",162.24,51.9168,32.0
"Career Cubicle Clock, 8 1/4"", Black",162.24,61.651199999999996,37.99999999999999
"Padded Folding Chairs, Black, 4/Carton",161.96,45.3488,27.999999999999996
Rush Hierlooms Collection Rich Wood Bookcases,160.98,20.9274,13.0
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54000000000002,46.5566,28.999999999999993
iOttie HLCRIO102 Car Mount,159.92,7.996,5.0
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,159.92,54.3728,34.0
Xerox 1884,159.84,75.1248,47.0
i.Sound Portable Power - 8000 mAh,158.97,1.5897000000000001,1.0
DAX Black Cherry Wood-Tone Poster Frame,158.88,60.3744,38.0
Xerox 188,158.76,77.7924,49.0
Acme Galleria Hot Forged Steel Scissors with Colored Handles,157.3,45.617,29.0
Artistic Insta-Plaque,156.8,61.152,39.0
File Shuttle I and Handi-File,155.82,42.0714,27.0
Xerox 1996,155.52,74.64959999999999,48.0
"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,52.8292,34.0
Macally Suction Cup Mount,155.35,0.0,0.0
Avery 503,155.25,74.52,48.0
4009 Highlighters by Sanford,155.22,51.2226,33.0
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,71.3552,46.0
Xerox 1918,155.04,75.9696,49.00000000000001
Martin-Yale Premier Letter Opener,154.56,4.6368,3.0
Spigen Samsung Galaxy S5 Case Wallet,152.91,39.7566,26.0
Canvas Sectional Post Binders,152.76,74.8524,49.00000000000001
"Executive Impressions 13"" Chairman Wall Clock",152.28,53.298,35.0
Round Specialty Laser Printer Labels,150.35999999999999,70.6692,47.0
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97,50.9898,34.0
Xerox 1948,149.85000000000002,67.4325,44.99999999999999
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.70000000000002,41.916,27.999999999999993
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",149.24,70.1428,47.0
3M Polarizing Light Filter Sleeves,149.2,68.632,46.0
Xerox 1894,149.04,71.5392,48.0
Electrix Fluorescent Magnifier Lamps & Weighted Base,148.02,41.4456,27.999999999999996
"Alliance Super-Size Bands, Assorted Sizes",147.82,1.4782,1.0
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,147.4,70.752,48.0
"Maxell 74 Minute CDR, 10/Pack",146.7,54.279,37.0
Aluminum Document Frame,146.64,43.992,30.0
Memorex Micro Travel Drive 32 GB,146.04,62.797200000000004,43.0
"DAX Cubicle Frames, 8-1/2 x 11",145.69,52.4484,36.0
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",143.94,71.97,50.0
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",143.91,69.07679999999999,48.0
Memorex Micro Travel Drive 8 GB,143.0,64.35,44.99999999999999
Xerox 192,142.56,68.4288,48.0
"Master Caster Door Stop, Brown",142.24,48.361599999999996,34.0
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",141.7,39.676,27.999999999999993
Personal File Boxes with Fold-Down Carry Handle,140.22,35.055,25.0
Apple EarPods with Remote and Mic,139.95,39.186,28.000000000000004
Tensor Track Tree Floor Lamp,139.93,32.183899999999994,23.0
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",139.84,65.7248,47.0
"Advantus Push Pins, Aluminum Head",139.44,43.2264,31.0
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",139.3,62.684999999999995,45.0
GBC VeloBind Cover Sets,138.96,69.48,50.0
Avery 486,138.89,65.2783,47.0
Laser & Ink Jet Business Envelopes,138.70999999999998,63.8066,46.0
"Eldon 200 Class Desk Accessories, Smoke",138.16,58.0272,42.0
Imation 30456 USB Flash Drive 8GB,138.0,11.04,8.0
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",137.94,59.3142,43.00000000000001
"Linden 10"" Round Wall Clock, Black",137.51999999999998,46.7568,34.0
AT&T 1080 Corded phone,136.99,36.9873,26.999999999999996
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",136.32,61.344,45.0
Xerox 1905,136.08,65.3184,48.0
"Eldon Image Series Desk Accessories, Ebony",135.85,59.774,44.0
ARKON Windshield Dashboard Air Vent Car Mount Holder,135.6,2.712,2.0000000000000004
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",135.27999999999997,36.5256,26.999999999999996
Avery 489,134.55,64.584,48.00000000000001
"Fellowes Personal Hanging Folder Files, Navy",134.3,37.604,28.000000000000004
Xerox 1968,133.6,64.128,48.0
Southworth 25% Cotton Antique Laid Paper & Envelopes,133.44,60.048,45.0
"Eldon Expressions Wood Desk Accessories, Oak",132.84,38.5236,29.0
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,35.6346,27.0
Newell 315,131.56,32.89,25.0
Hewlett-Packard 300S Scientific Calculator,131.1,60.306,46.0
Mediabridge Sport Armband iPhone 5s,129.87,1.2987000000000002,1.0000000000000002
Xerox 205,129.60000000000002,62.208,47.99999999999999
Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),129.6,62.208,48.0
Xerox 225,129.6,62.208000000000006,48.0
Xerox 202,129.6,62.208000000000006,48.0
Sony 16GB Class 10 Micro SDHC R40 Memory Card,128.9,12.889999999999999,10.0
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,15.468,12.0
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",128.44,53.9448,42.0
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,62.916,48.99999999999999
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,64.2,50.0
Dixon Ticonderoga Core-Lock Colored Pencils,127.53999999999999,42.0882,33.0
Deluxe Chalkboard Eraser Cleaner,127.05000000000001,58.443,46.0
"Master Big Foot Doorstop, Beige",126.72,39.2832,31.0
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,126.36000000000001,36.644400000000005,29.0
Project Tote Personal File,126.27,36.6183,28.999999999999996
"Wirebound Service Call Books, 5 1/2"" x 4""",125.84,60.4032,48.0
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",125.80000000000001,42.772,34.0
Dell Slim USB Multimedia Keyboard,125.0,30.0,24.0
OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,2.499,2.0
2300 Heavy-Duty Transfer File Systems by Perma,124.9,23.731,19.0
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",124.8,56.16,44.99999999999999
Large Capacity Hanging Post Binders,124.75,57.385,46.0
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",123.72,58.1484,47.0
KeyTronic KT400U2 - Keyboard - Black,123.36,24.672,20.0
Kensington 6 Outlet SmartSocket Surge Protector,122.94,30.735,25.0
Xerox 1907,122.8,57.716,47.0
"Global Armless Task Chair, Royal Blue",121.96,20.7332,17.0
50 Colored Long Pencils,121.92,31.6992,26.0
"DAX Metal Frame, Desktop, Stepped-Edge",121.44,47.3616,39.0
Avery Heavy-Duty EZD View Binder with Locking Rings,121.22,55.7612,46.0
"Fiskars 8"" Scissors, 2/Pack",120.68,34.9972,29.0
Xerox 1977,120.24,57.715199999999996,48.0
Logitech Wireless Anywhere Mouse MX for PC and Mac,119.98,35.994,30.0
Microsoft Arc Touch Mouse,119.9,43.164,36.0
Super Decoflex Portable Personal File,119.84,33.5552,28.0
Cisco SPA525G2 IP Phone - Wireless,119.7,31.122,26.0
Xerox 1903,119.6,58.604,49.0
Letter Size File,119.1,34.539,29.000000000000004
Tensor Brushed Steel Torchiere Floor Lamp,118.92999999999999,21.4074,18.0
Berol Giant Pencil Sharpener,118.92999999999999,34.4897,29.0
Avery 490,118.4,59.2,50.0
BIC Liqua Brite Liner,117.98,42.47280000000001,36.0
GBC Poly Designer Binding Covers,117.18,57.4182,49.0
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,116.98,29.245,25.0
Strathmore Photo Frame Cards,116.96000000000001,53.8016,46.0
Gear Head AU3700S Headset,116.91000000000001,3.5073,3.0
Nu-Dell Float Frame 11 x 14 1/2,116.74000000000001,49.0308,42.0
Xerox 1997,116.64000000000001,55.9872,48.0
Xerox 1993,116.64000000000001,57.1536,48.99999999999999
Xerox 214,116.64,55.9872,48.0
Xerox 1931,116.64,55.9872,48.0
GBC Binding covers,116.55,52.4475,45.0
Fellowes Presentation Covers for Comb Binding Machines,116.4,52.38,45.0
Xerox 1892,116.28,56.9772,49.00000000000001
GBC Durable Plastic Covers,116.1,53.406,46.0
"GBC White Gloss Covers, Plain Front",115.84,54.4448,47.0
"Peel & Seel Recycled Catalog Envelopes, Brown",115.8,57.9,50.0
Security-Tint Envelopes,114.6,56.153999999999996,49.0
Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,51.57,45.0
Xerox 1973,114.2,52.532,46.0
Flexible Leather- Look Classic Collection Ring Binder,113.64,56.82,50.0
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",113.62,19.3154,17.0
Vinyl Sectional Post Binders,113.1,56.55,50.0
Eldon 200 Class Desk Accessories,113.04,36.1728,32.0
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,111.04,29.9808,26.999999999999996
Office Star Flex Back Scooter Chair with White Frame,110.98,15.5372,13.999999999999998
Astroparche Fine Business Paper,110.88,53.2224,48.00000000000001
Wilson Jones Turn Tabs Binder Tool for Ring Binders,110.86000000000001,50.9956,46.0
Self-Adhesive Removable Labels,110.25,52.92,48.0
Xerox 217,110.16000000000001,52.8768,48.0
Xerox 232,110.16,52.876799999999996,48.0
Xerox 23,110.16,52.876799999999996,47.99999999999999
Xerox 204,110.16,52.8768,48.0
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",109.9,51.653000000000006,47.0
Avery 516,109.64999999999999,51.535500000000006,47.0
DAX Cubicle Frames - 8x10,109.63,32.889,30.0
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",109.32,49.194,45.0
Acme Tagit Stainless Steel Antibacterial Scissors,108.9,29.403,27.0
Holmes HEPA Air Purifier,108.9,38.115,35.0
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,108.79,42.4281,38.99999999999999
Southworth 25% Cotton Linen-Finish Paper & Envelopes,108.72,48.924,45.0
Lumber Crayons,108.35,41.173,38.0
Sanford Liquid Accent Highlighters,106.88,39.5456,37.0
Xerox 1959,106.88,51.3024,48.0
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",106.53999999999999,52.2046,49.0
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",106.12,48.815200000000004,46.0
Plastic Binding Combs,106.05,49.8435,47.0
netTALK DUO VoIP Telephone Service,104.98,52.49,50.0
Acco Perma 3000 Stacking Storage Drawers,104.9,19.931,19.0
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",104.31,34.4223,33.0
"Eberhard Faber 3 1/2"" Golf Pencils",104.16000000000001,26.040000000000003,25.0
Wilson Jones Century Plastic Molded Ring Binders,103.85,48.8095,47.0
Xerox 216,103.68,49.7664,48.0
Xerox 222,103.67999999999999,49.766400000000004,48.0
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",103.18,28.8904,28.0
Belkin Standard 104 key USB Keyboard,102.13,15.3195,15.0
DAX Clear Channel Poster Frame,102.06,37.7622,37.0
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94,21.4074,21.0
"Linden 12"" Wall Clock With Oak Frame",101.94,30.582,30.0
"Metal Folding Chairs, Beige, 4/Carton",101.82,27.4914,27.0
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",101.76,39.6864,38.99999999999999
Longer-Life Soft White Bulbs,101.64,48.787200000000006,48.0
"Personal Folder Holder, Ebony",100.89000000000001,30.267,30.0
Classic Ivory Antique Telephone ZL1810,100.49,25.1225,25.0
Xerox 195,100.19999999999999,48.096,48.0
Deflect-O Glasstique Clear Desk Accessories,100.1,33.033,33.0
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",99.96,48.9804,49.0
Xerox Blank Computer Paper,99.9,46.953,47.0
#10 Self-Seal White Envelopes,99.81000000000002,48.9069,49.0
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",98.25,45.195,46.0
Crate-A-Files,98.10000000000001,25.506,26.0
Belkin 6 Outlet Metallic Surge Strip,98.01,25.482599999999998,25.999999999999996
Fiskars Home & Office Scissors,97.68,27.3504,28.0
Xerox 219,97.2,46.656,48.0
Xerox 203,97.2,46.656,48.0
Xerox 228,97.2,46.656,48.0
Contemporary Wood/Metal Frame,96.96,33.936,35.0
Acco 6 Outlet Guardian Standard Surge Suppressor,96.72,29.016,30.0
OIC Binder Clips,96.66,48.33,50.0
"Eldon 400 Class Desk Accessories, Black Carbon",96.25,40.425,42.0
Avery Recycled Flexi-View Covers for Binding Systems,96.18,46.166399999999996,48.0
Cardinal Slant-D Ring Binders,95.58999999999999,47.794999999999995,50.0
Maxell 4.7GB DVD-RW 3/Pack,95.58,32.4972,34.0
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",95.2,27.608,28.999999999999996
Self-Adhesive Address Labels for Typewriters by Universal,95.02999999999999,44.664100000000005,47.0
"Array Parchment Paper, Assorted Colors",94.64,45.4272,48.0
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",93.72,38.425200000000004,41.0
Eldon Expressions Mahogany Wood Desk Collection,93.6,23.4,25.0
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",92.61,42.6006,46.0
HP Office Recycled Paper (20Lb. and 87 Bright),92.48,45.3152,49.0
Xerox 1987,92.48,45.3152,49.0
Acco 3-Hole Punch,91.97999999999999,44.150400000000005,48.0
Advantus Motivational Note Cards,91.7,44.933,49.0
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",91.68,44.923199999999994,49.0
Xerox 1982,91.36,42.0256,46.0
Avery 518,91.35,43.848,48.0
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",91.32,42.9204,47.0
"Executive Impressions 14"" Two-Color Numerals Wall Clock",90.88,37.2608,41.0
Acme Preferred Stainless Steel Scissors,90.88,26.3552,29.000000000000004
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,90.78,42.666599999999995,47.0
Xerox 230,90.72,43.5456,48.0
Xerox 213,90.72,43.5456,48.0
White GlueTop Scratch Pads,90.24,41.5104,46.0
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",89.94,44.0706,49.0
Newell 341,89.88,26.0652,29.0
Newell 347,89.88,26.0652,29.0
Xerox 1971,89.88,40.446,45.0
Xerox 1920,89.7,40.365,45.0
Xerox 1952,89.64,42.1308,47.0
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",89.53999999999999,35.816,40.0
"Avery Flip-Chart Easel Binder, Black",89.52,42.0744,47.0
Acco Perma 2700 Stacking Storage Drawers,89.22,13.383000000000001,15.000000000000002
Acme Design Stainless Steel Bent Scissors,88.92,24.0084,27.0
Avery 478,88.38,43.3062,49.0
"TOPS Money Receipt Book, Consecutively Numbered in Red,",88.11,39.6495,45.0
Standard Line “While You Were Out” Hardbound Telephone Message Book,87.92,40.4432,46.0
Samsung HM1900 Bluetooth Headset,87.8,43.9,50.0
Bionaire 99.97% HEPA Air Cleaner,87.6,30.66,35.0
Heavy-Duty E-Z-D Binders,87.28,41.0216,47.0
Xerox 1978,86.7,42.483000000000004,49.00000000000001
Avery 480,86.25,41.4,48.00000000000001
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",86.24000000000001,41.3952,48.0
Avery 481,86.24,41.3952,48.0
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",85.32,38.394,44.99999999999999
O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,18.6956,21.999999999999996
Stanley Bostitch Contemporary Electric Pencil Sharpeners,84.9,23.772,28.000000000000004
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",84.84,22.0584,26.0
Avery 499,84.66,38.9436,46.0
"Elite 5"" Scissors",84.5,25.35,30.0
GBC Instant Report Kit,84.11,42.055,50.0
Ricoh - Ink Collector Unit for GX3000 Series Printers,83.9,22.653,26.999999999999996
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",83.88000000000001,36.9072,44.0
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",83.76,39.3672,47.0
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),83.72,37.674,45.0
Xerox 1947,83.72,37.674,45.0
"Iris 3-Drawer Stacking Bin, Black",83.56,1.6712,2.0
Storex Dura Pro Binders,83.16,37.422,45.0
"SlimView Poly Binder, 3/8""",82.88,38.1248,46.0
JM Magazine Binder,82.55000000000001,39.624,48.0
DAX Wood Document Frame.,82.38,25.5378,31.000000000000007
Things To Do Today Pad,82.18,39.4464,48.0
Harmony HEPA Quiet Air Purifiers,81.9,28.665,35.0
Avery 495,81.89999999999999,37.674,46.0
Acme Softgrip Scissors,81.4,23.606,28.999999999999996
Xerox 1900,81.32000000000001,36.593999999999994,44.99999999999999
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,81.2,36.54,45.0
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",81.09,36.490500000000004,45.0
Petty Cash Envelope,80.88,39.6312,49.00000000000001
Avery Non-Stick Binders,80.82,37.1772,46.0
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",80.69999999999999,39.543,49.0
Riverleaf Stik-Withit Designer Note Cubes,80.48,37.0208,46.0
Avery 519,80.41,37.7927,47.0
"Fellowes Twister Kit, Gray/Clear, 3/pkg",80.4,36.18,44.99999999999999
SanDisk Cruzer 16 GB USB Flash Drive,80.36,15.2684,19.0
Xerox 1986,80.16,38.476800000000004,48.0
GE DSL Phone Line Filter,79.98,23.1942,28.999999999999996
Logitech M510 Wireless Mouse,79.98,26.3934,32.99999999999999
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,79.96,22.3888,28.000000000000004
PowerGen Dual USB Car Charger,79.92,36.7632,46.0
Avery White Multi-Purpose Labels,79.68,36.6528,46.0
Motorla HX550 Universal Bluetooth Headset,79.1,39.55,50.0
Crayola Colored Pencils,78.72,25.977600000000002,33.0
Dax Clear Box Frame,78.57000000000001,26.7138,34.0
Ultra Door Push Plate,78.56,25.9248,33.0
Newell 325,78.47,23.541,30.0
Newell 31,78.47,21.9716,28.0
Bulldog Table or Wall-Mount Pencil Sharpener,77.87,22.582299999999996,28.999999999999996
Xerox 220,77.76,37.3248,48.0
Xerox 193,77.74000000000001,38.0926,49.0
Acme Office Executive Series Stainless Steel Trimmers,77.13,20.0538,26.0
GBC Imprintable Covers,76.86,37.6614,49.0
Prang Colored Pencils,76.44,34.397999999999996,45.0
Storex DuraTech Recycled Plastic Frosted Binders,76.32,38.16,50.0
Manco Dry-Lighter Erasable Highlighter,76.0,25.84,34.0
Newell 328,75.92,19.7392,26.0
Avery 51,75.6,34.776,46.00000000000001
Avery 48,75.6,34.776,46.0
"DAX Copper Panel Document Frame, 5 x 7 Size",75.48,31.7016,42.0
"Eldon 200 Class Desk Accessories, Black",75.36,28.6368,38.0
Acme Elite Stainless Steel Scissors,75.06,19.5156,26.0
"GE 4 Foot Flourescent Tube, 40 Watt",74.9,34.454,46.0
GBC Standard Therm-A-Bind Covers,74.76,34.3896,46.0
Acrylic Self-Standing Desk Frames,74.76,28.4088,38.0
Nu-Dell Oak Frame,74.76,23.9232,32.0
Sabrent 4-Port USB 2.0 Hub,74.69,25.3946,34.0
Avery 476,74.34,34.1964,46.0
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",74.08,24.4464,33.0
Xerox 1928,73.92,33.264,45.0
Wilson Jones Active Use Binders,72.8,35.672,49.0
Southworth Structures Collection,72.8,36.4,50.0
Newell 351,72.16,20.9264,29.0
Newell 35,72.16,20.9264,29.000000000000004
Xerox 1992,71.76,35.1624,48.99999999999999
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),71.76,35.1624,49.0
Xerox 1930,71.28,34.9272,49.0
"BIC Brite Liner Highlighters, Chisel Tip",71.28,22.8096,32.0
"Eldon Image Series Desk Accessories, Burgundy",71.06,25.5816,36.00000000000001
Novimex High-Tech Fabric Mesh Task Chair,70.98,4.9686,7.000000000000001
Safco Drafting Table,70.98,20.5842,28.999999999999996
"Executive Impressions 12"" Wall Clock",70.68,26.8584,37.99999999999999
Newell Chalk Holder,70.21000000000001,32.2966,46.0
V7 USB Numeric Keypad,69.98,4.8986,6.999999999999999
Xerox 1970,69.72,32.7684,47.0
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,69.16,20.0564,29.000000000000004
Southworth 100% Cotton The Best Paper,68.88,34.44,50.0
Avery Metallic Poly Binders,68.76,33.0048,48.0
Xerox 1962,68.48,30.816,44.99999999999999
"OIC Colored Binder Clips, Assorted Sizes",68.02,33.3298,49.0
Acme Titanium Bonded Scissors,68.0,17.68,26.0
